GEMCODE,NAAM,PLAATSCODE
718,"Ritthem","1077"
718,"Vlissingen","1078"
484,"Aarlanderveen","1079"
484,"Alphen aan den Rijn","1080"
484,"Zwammerdam","1081"
119,"Meppel","1082"
119,"Nijeveen","1083"
1598,"De Goorn","1185"
1598,"Hensbroek","1186"
1598,"Obdam","1187"
1598,"Oudendijk","1188"
1598,"Scharwoude","1189"
1598,"Spierdijk","1190"
1598,"Ursem","1191"
1598,"Zuidermeer","1192"
197,"Aalten","1193"
1690,"Koekange","3167"
1690,"Linde","3168"
1690,"Ruinen","3169"
1690,"Ruinerwold","3170"
1729,"Gulpen","1225"
1729,"Ingber","1226"
1729,"Reijmerstok","1227"
1729,"Heijenrath","1228"
1729,"Slenaken","1229"
1729,"Beutenaken","1230"
1729,"Mechelen","1231"
1729,"Epen","1232"
1729,"Wittem","1233"
1729,"Eys","1234"
1729,"Elkenrade","1235"
1729,"Wijlre","1236"
148,"Dalfsen","1237"
148,"Lemelerveld","1238"
148,"Nieuwleusen","1239"
47,"Veendam","1240"
47,"Wildervank","1241"
47,"Borgercompagnie","1242"
399,"Heiloo","1243"
1892,"Moordrecht","1244"
518,"'s-Gravenhage","1245"
1655,"Oudenbosch","1246"
1655,"Stampersgat","1247"
1655,"Oud Gastel","1248"
1655,"Bosschenhoofd","1249"
1655,"Hoeven","1250"
654,"Baarland","1251"
654,"Borssele","1252"
654,"Driewegen","1253"
269,"'t Loo Oldebroek","3068"
269,"Hattemerbroek","3069"
269,"Noordeinde Gld","3070"
269,"Oldebroek","3071"
269,"Oosterwolde Gld","3072"
269,"Wezep","3073"
37,"Stadskanaal","3074"
37,"Musselkanaal","3075"
37,"Onstwedde","3076"
37,"Mussel","3077"
119,"Rogat","1084"
119,"De Schiphorst","1085"
119,"Broekhuizen","1086"
189,"Wierden","1087"
189,"Enter","1088"
189,"Hoge Hexel","1089"
189,"Notter","1090"
189,"Zuna","1091"
308,"Baarn","1092"
308,"Lage Vuursche","1093"
1740,"Dodewaard","1094"
1740,"Echteld","1095"
1740,"Kesteren","1096"
1740,"Ochten","1097"
1740,"Opheusden","1098"
1740,"IJzendoorn","1099"
858,"Valkenswaard","1100"
772,"Eindhoven","1101"
532,"Bovenkarspel","1102"
532,"Grootebroek","1103"
197,"Bredevoort","1194"
1900,"Bolsward","2079"
1702,"Landhorst","2080"
654,"Ellewoutsdijk","1254"
654,"Heinkenszand","1255"
654,"Hoedekenskerke","1256"
654,"Kwadendamme","1257"
654,"Lewedorp","1258"
654,"Nieuwdorp","1259"
654,"Nisse","1260"
654,"Oudelande","1261"
654,"Ovezande","1262"
654,"'s-Gravenpolder","1263"
654,"'s-Heer Abtskerke","1264"
654,"'s-Heerenhoek","1265"
17,"Haren Gn","1266"
17,"Glimmen","1267"
17,"Noordlaren","1268"
17,"Onnen","1269"
34,"Almere","1270"
37,"Vledderveen","3078"
37,"Alteveer","3079"
599,"Botlek Rotterdam","3080"
599,"Europoort Rotterdam","3081"
599,"Hoek van Holland","3082"
599,"Hoogvliet Rotterdam","3083"
599,"Maasvlakte Rotterdam","3084"
599,"Pernis Rotterdam","3085"
599,"Rotterdam","3086"
599,"Vondelingenplaat Rotterdam","3087"
677,"Hulst","3088"
677,"Sint Jansteen","3089"
677,"Kapellebrug","3090"
677,"Heikant","3091"
677,"Clinge","3092"
677,"Nieuw Namen","3093"
677,"Graauw","3094"
677,"Vogelwaarde","3095"
677,"Terhole","3096"
677,"Kuitaart","3097"
677,"Hengstdijk","3098"
677,"Lamswaarde","3099"
677,"Kloosterzande","3100"
677,"Walsoorden","3101"
677,"Ossenisse","3102"
439,"Purmerend","3103"
197,"De Heurne","1195"
197,"Dinxperlo","1196"
80,"Leeuwarden","1197"
80,"Lekkum","1198"
80,"Miedum","1199"
80,"Snakkerburen","1200"
80,"Goutum","1201"
532,"Lutjebroek","1104"
502,"Capelle aan den IJssel","1105"
420,"Wervershoof","1106"
420,"Zwaagdijk-Oost","1107"
356,"Nieuwegein","1108"
213,"Empe","1109"
213,"Tonden","1110"
213,"Brummen","1111"
213,"Leuvenheim","1112"
213,"Hall","1113"
213,"Eerbeek","1114"
416,"Sint Pancras","1115"
416,"Broek op Langedijk","1116"
416,"Zuid-Scharwoude","1117"
416,"Noord-Scharwoude","1118"
416,"Oudkarspel","1119"
416,"Koedijk","1120"
893,"Bergen L","1121"
893,"Afferden L","1122"
893,"Siebengewald","1123"
893,"Well L","1124"
893,"Wellerlooi","1125"
1771,"Geldrop","1126"
1771,"Mierlo","1127"
715,"Axel","1128"
715,"Biervliet","1129"
1900,"Easterein","2013"
80,"Easterlittens","2014"
1900,"Easterwierrum","2015"
1702,"Ledeacker","2081"
1702,"Oploo","2082"
171,"Emmeloord","1271"
171,"Bant","1272"
171,"Luttelgeest","1273"
80,"Hempens","1202"
80,"Teerns","1203"
80,"Swichum","1204"
80,"Wirdum","1205"
80,"Wytgaard","1206"
823,"Oirschot","1207"
823,"Oost West en Middelbeers","1208"
614,"Oostvoorne","1209"
614,"Rockanje","1210"
614,"Tinte","1211"
1892,"Moerkapelle","1212"
1892,"Zevenhuizen","1213"
756,"Beugen","1214"
1900,"Hidaard","2016"
80,"Hilaard","2017"
1900,"Hinnaard","2018"
80,"Húns","2019"
1900,"Iens","2020"
1900,"Itens","2021"
80,"Jellum","2022"
80,"Jorwert","2023"
1900,"Kûbaard","2024"
80,"Leons","2025"
1900,"Lytsewierrum","2026"
80,"Mantgum","2027"
1900,"Reahûs","2028"
1900,"Rien","2029"
1900,"Waaksens","2031"
80,"Weidum","2032"
1900,"Wiuwert","2034"
1900,"Wommels","2036"
946,"Nederweert","2037"
946,"Ospel","2038"
946,"Nederweert-Eind","2039"
946,"Leveroy","2040"
1711,"Echt","2041"
1711,"Koningsbosch","2042"
1711,"Maria Hoop","2043"
1711,"Sint Joost","2044"
1711,"Susteren","2045"
1711,"Roosteren","2046"
1711,"Nieuwstadt","2047"
345,"Veenendaal","2048"
147,"Borne","2049"
147,"Hertme","2050"
147,"Zenderen","2051"
216,"Culemborg","2052"
321,"Houten","2053"
321,"'t Goy","2054"
321,"Tull en 't Waal","2055"
321,"Schalkwijk","2056"
845,"Berlicum","2057"
845,"Den Dungen","2058"
845,"Gemonde","2059"
845,"Sint-Michielsgestel","2060"
575,"Noordwijk","2061"
451,"Uithoorn","2062"
1702,"Sint Anthonis","2083"
1702,"Stevensbeek","2084"
171,"Marknesse","1274"
171,"Kraggenburg","1275"
171,"Ens","1276"
756,"Boxmeer","1215"
756,"Groeningen","1216"
756,"Holthees","1217"
756,"Maashees","1218"
451,"De Kwakel","2063"
1904,"Maarssen","2064"
1904,"Tienhoven","2065"
1904,"Oud Zuilen","2066"
784,"Gilze","2067"
784,"Hulten","2068"
784,"Molenschot","2069"
784,"Rijen","2070"
716,"Tholen","2071"
716,"Poortvliet","2072"
716,"Scherpenisse","2073"
716,"Sint-Maartensdijk","2074"
716,"Stavenisse","2075"
716,"Sint-Annaland","2076"
716,"Oud-Vossemeer","2077"
716,"Sint Philipsland","2078"
1714,"Retranchement","2970"
1714,"Schoondijke","2971"
1714,"Zuidzande","2972"
1714,"Sint Kruis","2973"
1714,"IJzendijke","2974"
1714,"Biervliet","2975"
299,"Aerdt","2976"
299,"Herwen","2977"
299,"Lobith","2978"
299,"Pannerden","2979"
299,"Spijk","2980"
299,"Tolkamer","2981"
1702,"Wanroij","2085"
1702,"Westerbeek","2086"
1702,"Rijkevoort-De Walsert","2087"
546,"Leiden","2088"
1652,"Gemert","2089"
1652,"Bakel","2090"
171,"Schokland","1277"
171,"Nagele","1278"
171,"Tollebeek","1279"
171,"Espel","1280"
171,"Creil","1281"
171,"Rutten","1282"
183,"Albergen","1283"
183,"Fleringen","1284"
183,"Geesteren","1285"
183,"Haarle","1286"
183,"Harbrinkhoek","1287"
183,"Hezingen","1288"
183,"Langeveen","1289"
183,"Mander","1290"
1955,"Wijnbergen","2212"
1955,"Zeddam","2213"
870,"Dussen","2214"
756,"Oeffelt","1219"
756,"Overloon","1220"
756,"Rijkevoort","1221"
302,"Nunspeet","2982"
302,"Elspeet","2983"
302,"Hulshorst","2984"
302,"Vierhouten","2985"
274,"Doorwerth","2986"
1652,"Milheeze","2091"
1652,"Handel","2092"
1652,"De Mortel","2093"
870,"Hank","2215"
870,"Nieuwendijk","2216"
870,"Sleeuwijk","2217"
870,"Werkendam","2218"
1904,"Loenen aan de Vecht","2219"
1904,"Loenersloot","2220"
1904,"Nieuwersluis","2221"
1904,"Nigtevecht","2222"
1904,"Vreeland","2223"
1586,"Groenlo","2224"
1586,"Lievelde","2225"
1586,"Vragender","2226"
1586,"Lichtenvoorde","2227"
1586,"Harreveld","2228"
1586,"Zieuwent","2229"
1586,"Mariënvelde","2230"
313,"Bunschoten-Spakenburg","2237"
313,"Eemdijk","2238"
756,"Sambeek","1222"
756,"Vierlingsbeek","1223"
756,"Vortum-Mullem","1224"
109,"Aalden","2145"
274,"Heelsum","2987"
274,"Heveadorp","2988"
274,"Wolfheze","2989"
274,"Oosterbeek","2990"
274,"Renkum","2991"
1652,"De Rips","2094"
1652,"Elsendorp","2095"
226,"Duiven","2096"
226,"Groessen","2097"
226,"Loo Gld","2098"
962,"Amstenrade","2099"
962,"Doenrade","2100"
962,"Oirsbeek","2101"
962,"Puth","2102"
962,"Schinnen","2103"
962,"Sweikhuizen","2104"
707,"Lexmond","2105"
707,"Ameide","2106"
